,home,away,home_score,away_score,postseason,date,home_won,home_elo,away_elo,elo_win_prob
30,Berry,Hendrix,3,2,False,2017-10-06,True,1709.6974724804718,1601.40302880404,0.6509898234954001
31,Oglethorpe,Hendrix,1,3,False,2017-10-07,False,1266.0220917477502,1589.423596418051,0.13451099717924694
32,Sewanee,Birmingham-Southern,0,3,False,2017-10-07,False,1361.9075345203382,1652.0191823818247,0.15842192709257033
33,Centre,Millsaps,2,3,False,2017-10-07,False,1474.3859551506714,1440.3945612993639,0.5487620684413467
34,Berry,Rhodes,3,0,False,2017-10-07,True,1722.2618388346373,1471.6667312788938,0.8088478929361486
35,Sewanee,Millsaps,2,3,False,2017-10-08,False,1354.3032820198948,1459.1316877520162,0.35355688557075515
36,Centre,Birmingham-Southern,0,3,False,2017-10-08,False,1454.630520686783,1659.3474728701547,0.23533181350990098
37,Oglethorpe,Rhodes,3,1,False,2017-10-08,True,1260.6416518605804,1462.8770297760293,0.23791213798119337
38,Centre,Sewanee,0,3,False,2017-10-12,False,1443.3345936383078,1341.5752341393477,0.6423949096386864
39,Birmingham-Southern,Oglethorpe,3,0,False,2017-10-13,True,1670.0914349890509,1291.1251663413327,0.8985763339092263
40,Millsaps,Oglethorpe,3,0,False,2017-10-14,True,1471.2635487254545,1286.3780630007836,0.7435088310160424
41,Birmingham-Southern,Berry,1,3,False,2017-10-14,False,1674.959770961408,1731.4371399737022,0.4194309406623627
42,Hendrix,Centre,2,3,False,2017-10-14,False,1594.661432905253,1412.4996379756508,0.7405074274227662
43,Rhodes,Sewanee,1,3,False,2017-10-14,False,1433.7239197174647,1370.40757986821,0.5901240341823635
44,Millsaps,Berry,0,3,False,2017-10-15,False,1483.5751248366844,1747.281661477418,0.17975373391056995
45,Rhodes,Centre,1,3,False,2017-10-15,False,1410.1189583501703,1438.0579049753258,0.4598790675860276
46,Hendrix,Sewanee,3,1,False,2017-10-15,True,1568.0031655180333,1392.6836475590242,0.7328675273755478
47,Millsaps,Birmingham-Southern,1,3,False,2017-10-18,False,1474.946945608977,1658.1825333349134,0.2583065744728573
48,Sewanee,Oglethorpe,3,1,False,2017-10-21,True,1382.473074684447,1274.7039565047808,0.6503024473151476
49,Hendrix,Millsaps,3,0,False,2017-10-21,True,1578.6884644230113,1464.6146826300628,0.6585100365540589
50,Centre,Berry,0,3,False,2017-10-21,False,1455.4063996111431,1755.563903786618,0.15086337313084974
51,Rhodes,Birmingham-Southern,0,3,False,2017-10-21,False,1391.723795646729,1668.0655896511448,0.1692782291751816
52,Sewanee,Berry,0,3,False,2017-10-22,False,1396.4609767918412,1762.5527381528855,0.10838027847577418
53,Centre,Oglethorpe,1,3,False,2017-10-22,False,1448.1649577008623,1261.4393569688589,0.7455236516698608
54,Hendrix,Birmingham-Southern,3,1,False,2017-10-22,True,1595.0799826684165,1675.8800942953706,0.38577125170348536
55,Rhodes,Millsaps,0,3,False,2017-10-22,False,1383.5984406463203,1449.2259121345066,0.4066619402385434
56,Oglethorpe,Berry,0,3,True,2017-11-03,False,1289.9037530232586,1767.61770665599,0.060089893637265655
57,Sewanee,Millsaps,2,3,True,2017-11-03,False,1391.258723425004,1467.4591418717102,0.3920639171756399
58,Rhodes,Birmingham-Southern,0,3,True,2017-11-03,False,1364.0786675148702,1652.6711495405125,0.1595913377181425
59,Centre,Hendrix,1,3,True,2017-11-03,False,1418.3440116340678,1619.6491326002772,0.23888441310934602
60,Millsaps,Berry,2,3,True,2017-11-04,False,1480.8827203562644,1770.457337052112,0.15883452154273053
61,Hendrix,Birmingham-Southern,2,3,True,2017-11-04,False,1628.8102327819727,1660.051888602957,0.4551604316641543
62,Birmingham-Southern,Berry,0,3,True,2017-11-05,False,1675.5997395954612,1776.0188333327578,0.359379392708034
