,home,away,home_score,away_score,postseason,date,home_won,home_elo,away_elo,elo_win_prob
24,Berry,Hendrix,3,0,False,2019-10-05,True,1711.0519292925221,1643.5308727689974,0.5959654846872947
25,Millsaps,Centre,3,2,False,2019-10-06,True,1397.676336598459,1383.108514732095,0.5209525035729192
26,Oglethorpe,Hendrix,0,3,False,2019-10-06,False,1277.9157785598663,1625.412544933032,0.1191659497849621
27,Birmingham-Southern,Sewanee,3,1,False,2019-10-06,True,1669.9278450503687,1542.9893530382287,0.6749625274456434
28,Sewanee,Centre,3,1,False,2019-10-08,True,1530.635849866585,1366.752124392289,0.7197840253117332
29,Berry,Oglethorpe,3,0,False,2019-10-09,True,1730.445586027532,1272.1958129701882,0.9332611448730066
30,Berry,Millsaps,3,0,False,2019-10-11,True,1733.6490510736278,1414.922046469834,0.8623254427344743
31,Oglethorpe,Millsaps,0,3,False,2019-10-12,False,1269.047040779535,1408.5274737814723,0.30940254960640157
32,Hendrix,Centre,3,1,False,2019-10-12,True,1630.9686833851863,1356.0565826687657,0.8295612939101634
33,Berry,Birmingham-Southern,1,3,False,2019-10-12,False,1740.257429822373,1682.929343952543,0.5817610775752434
34,Rhodes,Sewanee,1,3,False,2019-10-12,False,1358.0434582109667,1541.8444888541158,0.25768346773585943
35,Rhodes,Centre,1,3,False,2019-10-13,False,1347.7361195015324,1349.4581254603513,0.4975218545102673
36,Hendrix,Sewanee,3,2,False,2019-10-13,True,1637.7862316287797,1551.704410326948,0.6214075373158509
37,Oglethorpe,Birmingham-Southern,0,3,False,2019-10-13,False,1254.1957183984277,1704.883603943111,0.0695017659182431
38,Birmingham-Southern,Millsaps,3,0,False,2019-10-15,True,1708.1605657047596,1422.5165500739665,0.8381190723104894
39,Centre,Birmingham-Southern,0,3,False,2019-10-18,False,1368.2150169767351,1715.930850233856,0.11903364665339347
40,Rhodes,Berry,0,3,False,2019-10-19,False,1327.8352453211216,1716.9869867193634,0.0962035859263105
41,Centre,Millsaps,0,3,False,2019-10-19,False,1362.5014019373723,1415.0331750346254,0.4249715740023925
42,Hendrix,Oglethorpe,3,0,False,2019-10-19,True,1651.4155602854091,1250.8596336343521,0.9093550400217927
43,Sewanee,Birmingham-Southern,0,3,False,2019-10-19,False,1538.7329566493372,1721.4809755794233,0.2588446533084442
44,Rhodes,Oglethorpe,3,1,False,2019-10-20,True,1323.2174731966588,1246.6067614272017,0.6084988827621014
45,Hendrix,Berry,1,3,False,2019-10-20,False,1655.766518364363,1721.4950025970384,0.4065216446480273
46,Sewanee,Millsaps,3,0,False,2019-10-20,True,1526.308413290532,1434.0680330080418,0.6297112586803371
47,Berry,Sewanee,3,2,False,2019-10-25,True,1736.8610185730276,1544.0822728738758,0.7520775905078181
48,Oglethorpe,Sewanee,0,3,False,2019-10-26,False,1231.7968426502975,1535.4974524683128,0.14826916612490723
49,Millsaps,Rhodes,3,1,False,2019-10-26,True,1417.423348311256,1338.8775178861747,0.6111493779745578
50,Birmingham-Southern,Hendrix,3,0,False,2019-10-26,True,1733.2583507954205,1639.5056525784419,0.6317388848636742
51,Berry,Centre,3,1,False,2019-10-26,True,1745.7862253147462,1342.1027663852574,0.9108281462038326
52,Oglethorpe,Centre,0,3,False,2019-10-27,False,1224.679922676302,1338.6020383752182,0.3416863196466196
53,Birmingham-Southern,Rhodes,3,2,False,2019-10-27,True,1750.934884321964,1324.1656650506166,0.9210486564147541
54,Millsaps,Hendrix,2,3,False,2019-10-27,False,1432.9773731922737,1622.9494205672474,0.2509471822664885
55,Hendrix,Rhodes,3,2,False,2019-11-02,True,1631.63618107001,1321.365954101701,0.8564434182429558
56,Rhodes,Berry,0,3,True,2019-11-08,False,1316.3282016924156,1749.3530994665928,0.07637211075022696
57,Centre,Hendrix,2,3,True,2019-11-08,False,1353.9993708489633,1636.8042180132636,0.16411062107681482
58,Oglethorpe,Birmingham-Southern,0,3,True,2019-11-08,False,1208.2789793332643,1753.7771326910329,0.04148156075984395
59,Millsaps,Sewanee,2,3,True,2019-11-08,False,1423.9432746306802,1542.3695963951284,0.3358782589698643
60,Hendrix,Berry,0,3,True,2019-11-09,False,1642.5461619677988,1752.9481460413779,0.34625883966625903
61,Sewanee,Birmingham-Southern,0,3,True,2019-11-09,False,1553.9087983499203,1755.7464871680986,0.2383274566838249
62,Berry,Birmingham-Southern,3,0,True,2019-11-10,True,1768.5448582130525,1766.6223331542853,0.5027667077250946
