,home,away,home_score,away_score,postseason,date,home_won,home_elo,away_elo,elo_win_prob
39,Sewanee,Centre,1,3,False,2014-10-15,False,1377.8695794727314,1546.6045311886078,0.2746181813441899
40,Hendrix,Berry,3,0,False,2014-10-17,True,1608.0887417051176,1689.1016141142345,0.3854810857411743
41,Hendrix,Oglethorpe,3,1,False,2014-10-18,True,1637.5856495895412,1300.5617716995012,0.874359327418153
42,Birmingham-Southern,Sewanee,2,3,False,2014-10-18,False,1585.3341232777684,1366.8848522189637,0.7785945997211754
43,Millsaps,Centre,3,1,False,2014-10-18,True,1564.3545001394968,1557.0926517443354,0.5104491183454412
44,Rhodes,Berry,0,3,False,2014-10-18,False,1302.1613435270795,1661.5688691339246,0.11215493110884227
45,Birmingham-Southern,Centre,0,3,False,2014-10-19,False,1557.304717687806,1538.6348423921925,0.5268422788902519
46,Rhodes,Oglethorpe,1,3,False,2014-10-19,False,1296.777906833855,1295.6618976878876,0.5016060607408035
47,Millsaps,Sewanee,3,2,False,2014-10-19,True,1583.9365354056793,1393.8681867976204,0.7491570068472682
48,Berry,Birmingham-Southern,1,3,False,2014-10-24,False,1666.805957071263,1532.016288301074,0.6847983246115982
49,Oglethorpe,Birmingham-Southern,0,3,False,2014-10-25,False,1314.5722298294722,1558.0089332921855,0.1976044617751817
50,Sewanee,Hendrix,0,3,False,2014-10-25,False,1385.1849370683572,1642.611276492815,0.18514586781198522
51,Centre,Rhodes,3,0,False,2014-10-25,True,1562.1777041685336,1276.713664404223,0.8379784599497662
52,Berry,Millsaps,1,3,False,2014-10-25,False,1639.4140240867991,1592.9668831591775,0.5664474337110126
53,Centre,Hendrix,1,3,False,2014-10-26,False,1569.9547380909448,1651.133764866064,0.3852545388102611
54,Sewanee,Rhodes,3,0,False,2014-10-26,True,1376.2979354133818,1269.2239883790674,0.6493918714614272
55,Oglethorpe,Millsaps,0,3,False,2014-10-26,False,1305.0872156642636,1614.334166036992,0.14428232345099837
56,Oglethorpe,Millsaps,0,3,True,2014-11-07,False,1298.1616641386156,1621.0267890636628,0.13487086038701507
57,Sewanee,Birmingham-Southern,1,3,True,2014-11-07,False,1393.1271255832332,1567.085249905791,0.2686695036532202
58,Birmingham-Southern,Millsaps,3,1,True,2014-11-08,True,1577.3528281922734,1627.294699915493,0.42861882900287773
59,Birmingham-Southern,Hendrix,1,3,True,2014-11-09,False,1600.2080750321581,1665.7125915019183,0.406832731783016
