,home,away,home_score,away_score,postseason,date,home_won,home_elo,away_elo,elo_win_prob
46,Millsaps,Birmingham-Southern,0,3,False,2018-10-17,False,1359.024308861697,1674.4208035357883,0.1399665079650057
47,Sewanee,Centre,3,1,False,2018-10-18,True,1476.0382703114394,1368.1766629438546,0.6504235126709524
48,Oglethorpe,Birmingham-Southern,0,3,False,2018-10-19,False,1296.1564831317671,1680.918830721157,0.09842307283903853
49,Berry,Millsaps,3,0,False,2018-10-19,True,1789.9067114123059,1352.3059164793767,0.9254653564549031
50,Sewanee,Rhodes,3,0,False,2018-10-20,True,1490.0213298046012,1394.3030056306604,0.6343673276690464
51,Berry,Birmingham-Southern,0,3,False,2018-10-20,False,1793.4843743024705,1685.5285628907561,0.6505468027854111
52,Centre,Hendrix,0,3,False,2018-10-20,False,1354.9165361574992,1623.8869696372046,0.1753292940238995
53,Oglethorpe,Millsaps,1,3,False,2018-10-20,False,1291.4321756354932,1348.7958479749711,0.41818907962418217
54,Sewanee,Hendrix,3,2,False,2018-10-21,True,1507.571698076487,1631.9718227323426,0.3282513346587694
55,Centre,Rhodes,1,3,False,2018-10-21,False,1346.500730044352,1377.861426360696,0.45499050160738475
56,Centre,Berry,0,3,True,2018-11-02,False,1328.3011099800565,1762.258127768771,0.0759944757291991
57,Rhodes,Sewanee,2,3,True,2018-11-02,False,1395.0276993251466,1531.7546500287715,0.3127995197337864
58,Oglethorpe,Birmingham-Southern,0,3,True,2018-11-02,False,1274.704612450526,1714.7443321676183,0.07357197034762392
59,Millsaps,Hendrix,0,3,True,2018-11-02,False,1364.5943114588524,1608.9191161595306,0.19679512065950525
60,Sewanee,Berry,2,3,True,2018-11-03,False,1542.519996517923,1765.8357152274032,0.2166139949385477
61,Hendrix,Birmingham-Southern,0,3,True,2018-11-03,False,1617.9595063001589,1718.2098524667933,0.3596030621196659
62,Birmingham-Southern,Berry,0,3,True,2018-11-04,False,1734.3884552389386,1773.363081997124,0.44414509794513807
